제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
8월의 눈보라,김리아,9.35,"스토리, 로맨스",0,"교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다.설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다.""가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아.""","['가상', '모델', '학원', '교복', '현우', '설상', '재수', '암흑', '모습', '보라', '첫사랑', '시절', '이전', '설상가상']",1
헬퍼,삭,9.95,"스토리, 액션",0,"도시를 지키는 가드 트라이브의 대장  장광남.그가 의문의 교통사고로 사망한 뒤,저승과 이승에서 펼쳐지는 감성 액션 판타지 만화.","['교통사고', '이브', '교통', '트라', '의문', '저승', '장광', '사망', '도시', '액션', '판타지', '사고', '가드', '대장', '감성', '이승']",0
특수 영능력 ...,사다함,9.56,"스토리, 판타지",0,어느 날 갑자기 귀신이 보이기 시작한 한 형사의 특별한 수사기.,"['형사', '귀신', '특별', '사기']",0
헬로도사,웅비,9.63,"스토리, 판타지",0,"""이번 생에도 안녕?""천재도사와 그가 지켜야 하는 어느 소녀의 이야기.","['천재', '소녀', '안녕', '도사']",0
비흔,정재한 / 황영찬,9.94,"스토리, 시대극",0,"잊혀진 나라 백제, 그리고 싸울아비.
패자의 역사 뒤로 전설이 되어 사라진 검은 이리 '흑랑' '비흔'이라는 이름으로 새로운 전설을 시작한다.","['이리', '패자', '이름', '전설', '역사', '아비', '백제', '나라']",0
낮에 뜨는 달,헤윰,9.93,"스토리, 드라마",0,시간이 멈춘 남자와 흘러가는 여자.과거와 현재를 오가는 갈등에 대한 이야기.,"['현재', '갈등', '과거', '시간']",0
모범택시,까를로스 / 크크...,9.82,"스토리, 스릴러",0,"언뜻 평범해 보이는 “무지개 택시회사”에는 ‘revenge-call’이라는 특별한 서비스가 있다. 손님이 원하는 방법으로 복수를 대신해주는 서비스이며, 이것이 무지개 택시 회사의 진짜 정체다.","['진짜', '손님', '회사', '무지개', '평범', '정체', '택시', '대신', '방법', '복수', '특별', '서비스']",0
텃밭부 사건일지,오이츄,9.98,"스토리, 드라마",0,우리는 매일 텃밭에서 잡초와 사건을 캐지요!,"['텃밭', '잡초', '사건']",0
마술사,김세래,9.93,"스토리, 판타지",0,통일 대륙 칸테라 마지막 이야기.,"['통일', '마지막', '대륙', '테라']",0
나노리스트,민송아,9.98,"스토리, 판타지",0,내게 날아온 달콤살벌한 선물 나노 안드로이드들의 비밀을 밝혀라!,"['선물', '나노', '비밀', '드로', '이드', '살벌']",0
방백남녀,고태호,9.92,"스토리, 드라마",0,모든 게 다른 두 남녀친구가 될 수 있을까?,"['남녀', '친구']",0
지금 우리 학...,주동근,9.52,"스토리, 스릴러",0,평범하던 학교에 벌어진 감금사건..그리고 감금사건에 가려 미처 알지 못한 감염자. 학교는 이미 감염자들로 인해 빠져나갈 곳이 없다!! 그리고....지금 우리학교는,"['감염자', '학교', '감금', '사건']",1
둥굴레차!,기라3,9.95,"스토리, 판타지",0,"청룡, 주작, 백호, 현무. 사신의 증표를 가지고 태어난 네 무술소년들의 수련기 2013 대학만화 최강자전 2위 수상작!","['주작', '무술', '수상작', '사신', '백호', '수련기', '최강자', '대학', '수련', '청룡', '소년', '현무', '증표']",0
만찢남녀,님니,9.97,"스토리, 로맨스",0,"10년도 더 된 순정만화의 주인공이 자신과 이름도, 얼굴도 똑같다는 이야기를 듣게된 한선녀.우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고, 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱. 남욱이 만화를 찢고 나온 그 순간부터, 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다.","['학교', '이름', '주인공', '생활', '만화책', '얼굴', '선녀', '호기심', '순정']",1
동토의 여명,김정휘,9.94,"스토리, 판타지",0,시간과 공간을 뛰어넘은 동토의 세계에서 운명을 건 영웅들의 전쟁이 시작된다.,"['영웅', '세계', '동토', '운명', '공간', '전쟁', '시간']",0
신선비,이서현,9.91,"스토리, 로맨스",0,나를...갖고 싶다고?꽃미남 뱀신랑과 로맨스릴러!,"['신랑', '스릴러', '미남']",0
POGO 공포...,POGO,9.91,"스토리, 스릴러",0,POGO 작가 공포 실화!이상한 집으로 이사를 왔다.그런데 그 집엔 분명히 뭔가가 있다...!,"['실화', '공포', '가가', '이사', '이상']",0
타인지옥 - ...,김용키,9.9,"스토리, 스릴러",0,"<타인은 지옥이다> 특별외전 - 연쇄살묘사건고벤저스, 재등장! 종우가 오기 전 일어난 참혹한 사건의 전말은?!","['연쇄', '등장', '지옥', '전말', '외전', '종우', '참혹', '특별', '타인', '사건']",0
부활남,채용택 / 김재한,9.51,"스토리, 액션",0,나는 죽으면3일 만에 부활한다!,['부활'],0
반중력소녀,겨울,9.77,"스토리, 로맨스",0,"특별하게 태어난 소녀과 평범한 소년, 만나다!","['특별', '평범', '소녀', '소년']",0
천국의 신화,이현세,9.88,"스토리, 시대극",0,"한국만화의 신화, 이현세 화백의 귀환.","['신화', '한국', '현세', '귀환', '화백']",0
악취,디귿,9.92,"스토리, 스릴러",0,"며칠 전부터 아랫집에서 썩은 내가 나기 시작했다. 냄새가 나고 얼마 뒤, 친구가 사라졌다. 그리고 아랫집 누나까지. 그 다음은...? 사라진 사람들, 그리고 그들을 찾는 사람들의 이야기!","['친구', '누나', '아랫집', '다음', '얼마', '냄새', '며칠']",0
캉타우,신형욱 / 양경일,9.94,"스토리, 판타지",0,외계인들의 전쟁에 휘말린 소년.부산에서 펼쳐지는 거대로봇액션!,"['액션', '부산', '외계인', '거대', '로봇', '전쟁', '소년']",0
이계 무슨 황비,전현서 / 은영,9.97,"스토리, 로맨스",0,"콜센터 상담원 예롬은 진상 고객을 찾아가던 중 이세계 초국에 도착하고, 얼떨결에 그곳의 황제 비위 전담 대신이 되는데?","['세계', '센터', '진상', '황제', '상담원', '비위', '고객', '전담', '대신', '얼떨결', '도착']",0
돌아온 럭키짱,김성모,3.8,"스토리, 액션",0,전설의 레전드 김성모의 웹툰 데뷔작.더이상의 자세한 설명은 생략한다.,"['생략', '성모', '자세', '데뷔작', '전설', '설명', '이상']",0
치즈인더트랩,순끼,9.99,"스토리, 로맨스",0,"평범한 여대생 홍설, 그리고 어딘가 수상한 선배 유정.미묘한 관계의 이들이 펼쳐나가는 이야기.","['여대생', '유정', '여대', '수상', '관계', '선배']",0
요괴대전,강두식 / 장부규,9.76,"스토리, 판타지",0,하루 아침에 강시가 된 소년 오필립! 난 더 이상 인간이 아닌가요?,"['강시', '하루', '아침', '소년', '이상']",0
마스크걸,매미 / 희세,9.96,"스토리, 스릴러",0,"끝내주게 못생기고끝내주게 몸매좋은 여자, 김모미",['몸매'],0
좀비딸,이윤창,9.97,"스토리, 드라마",0,나의 딸은 좀비다.이 세상 마지막 남은 유일한 좀비...,"['유일한', '좀비', '마지막', '나의', '세상']",0
아일랜드 2부,윤인완 / 양경일,9.97,"스토리, 스릴러",0,악귀들이 가득찬 섬 제주도. 이를 물리치는 토막살인범 반. 웹툰으로 새롭게 돌아온 퇴마만화의 전설 <아일랜드 2부>,"['살인범', '토막', '전설', '아일랜드', '악귀']",0
남과 여,혀노,9.98,"스토리, 드라마",0,"<죽음에 관하여>, <네가 없는 세상> 혀노 작가의 솔로 데뷔작,솔직한 20대의 흔한 사랑 이야기.","['사랑', '데뷔작', '솔로', '죽음', '세상']",0
테러맨,한동우 / 고진호,9.96,"스토리, 액션",0,한 사람이라도 더 살릴 수 있다면 테러리스트가 되어도 상관없어.,['테러리스트'],0
미스터 해녀,빡세,8.87,"스토리, 개그",0,"제주도에 정착한 웹툰작가 빡세,과연 그는 해녀 학교의 모든 훈련을 무사히 마치고해녀왕이 될 수 있을까?","['학교', '정착', '해녀', '훈련']",1
신과함께,주호민,9.98,"스토리, 판타지",0,나쁘지도 착하지도 않은 평범한 남자 김자홍이저승에서 49일 동안 일곱 번의 재판을 받게 된다.,"['번의', '동안', '저승', '재판', '일곱']",0
신령,이혜,9.97,"스토리, 판타지",0,신이라 불리는 방울. 그 방울의 선택을 받은 약소국의 어린왕 홍령과방울의 비밀을 둘러싼 과거와 현재 이야기.,"['약소국', '방울', '비밀', '현재', '선택', '과거']",0
신석기녀,재아 / 한가람,9.97,"스토리, 액션",0,불로불사 소녀와 시한부 청년의 피튀기는 로맨스,"['청년', '불로', '불사', '시한부', '소녀', '로맨스']",0
조의 영역,조석,9.94,"스토리, 스릴러",0,물에 살던 녀석들의 모습이 상식을 벗어나기 시작했다.'마음의 소리' 조석의 재난 스릴러,"['녀석', '스릴러', '소리', '재난', '모습', '마음', '상식', '조석']",0
열등의 조건,또이,9.89,"스토리, 드라마",0,전교 2등만 해오던 정아.불안감에 시험지를 훔치게 된다.,"['정아', '시험지', '불안감', '전교', '해오']",1
소녀더와일즈,HUN / 제나,9.43,"스토리, 액션",0,"<펫다이어리>, <열아홉스물하나> 제나(김혜진) 작가와 HUN 작가의 만남.그들이 들려주는, 다소 과격한 소녀들의 전쟁 같은 삶 이야기.","['다이어리', '만남', '전쟁', '소녀']",0
꽃 피는 날,두루,9.95,"스토리, 로맨스",0,등교 버스에서 시작된 삼각관계 로맨스!나라에게도 꽃 피는 날이 올까?2017 <청춘로맨스 대전> 우수상 수상작,"['등교', '수상작', '나라', '대전', '버스', '청춘', '수상', '로맨스', '우수', '삼각관계']",0
그녀는 무사다,명랑 / 부겸,9.31,"스토리, 액션",0,고리의 마지막 무사 집단. 백귀를 이끌었던 그녀의 일대기.이제는 기억하는 이 하나없이 사라져버린 '백귀단'의 존재 속에서 그 누구보다도 강하고 아름다운 꽃을 피웠던 한 소녀의 이야기가 시작된다.,"['이제', '집단', '무사', '고리', '백귀', '일대기', '마지막', '소녀', '존재', '기억']",0
갑자기 커피,우 / 리지,9.78,"스토리, 개그",0,"스무살, 첫 커피… 그리고 첫 사기…?!세계 최고의 바리스타였던 지오반니와 조금(?)은 특이한 직원들과 함께하는20살 동우의 본격 카페 알바 이야기!","['커피', '직원', '세계', '오반', '본격', '바리', '최고', '스타', '특이', '알바', '조금', '동우', '사기', '카페']",0
화양연화 Pt...,Big Hit E...,9.0,"스토리, 드라마",0,"“시간을 돌릴 수 있다면, 정말 그렇게 해서 모든 잘못과 실수를 바로잡을 수 있다면,예전처럼 다 같이 행복해질 수만 있다면…. 뭐든지 할 수 있을 텐데.”운명의 굴레로 얽힌 일곱 소년. 시리도록 애틋한 그들의 화양연화.","['실수', '예전', '운명', '행복', '굴레', '연화', '소년', '일곱', '잘못', '시간']",0
격투기특성화사...,허일,9.78,"스토리, 액션",0,최고로 강한 학생이 전교 1등이다!극한지옥 격투기 특성화 사립 고등학교 극지고! 격투 능력자들의 절륜한 한판!,"['지옥', '격투', '극지', '능력자', '학생', '한판', '특성화', '최고', '강한', '특성', '격투기', '고등학교', '사립', '전교']",1
플루타크 영웅전,양영순,9.14,"스토리, 판타지",0,율리우스 카이사르와 함께 돌아보는 플루타크 영웅전역사와 전설의 이야기를 작가 양영순의 재해석으로 만나보다,"['해석', '영웅전', '전설', '루타', '역사', '이사']",0
사이드킥,신의철,9.94,"스토리, 판타지",0,슈퍼히어로의 조수 '사이드킥'진정한 영웅으로 성장해 나가는 그들의 스펙타클 액션 판타지!,"['영웅', '어로', '성장', '사이드', '액션', '판타지', '조수', '슈퍼', '스펙타클']",0
태왕광개토,청안랑 / 김인호,9.77,"스토리, 시대극",0,"고구려 19대 왕! 한반도 역사상 최대의 영토를 확장한 정복 군주.
고구려의 세력권을 넓히고 동북아시아 패자로서의 자주성을 드높인 광개토태왕의 이야기가 만화로 펼쳐진다.","['동북', '패자', '영토', '한반도', '정복', '확장', '군주', '고구려', '사상', '아시아', '세력권', '태왕', '자주성', '세력', '최대', '광개토']",0
핑크레이디,"연우,서나",9.92,"스토리, 로맨스",0,"새하얀 캔버스, 조그마한 크로키북.그 안에 핑크색 물감으로 그려질 이야기- 핑크레이디. ","['물감', '핑크색', '버스', '레이디', '핑크', '크로키']",0
머니게임,배진수,9.95,"스토리, 스릴러",0,게임 일수 100일. 총 상금 448억. 적용 물가 1000배. 당신은 얼마를 벌어 나갈수 있습니까?,"['물가', '상금', '게임', '일수', '얼마', '적용']",0
철벽! 연애 ...,혜니,9.96,"스토리, 로맨스",0,모니터 남친은 이제 그만! 게임속으로 들어간 이라의 철벽녀 탈출기. 2014 대학만화 최강자전 수상작!,"['남친', '게임', '수상작', '탈출기', '최강자', '대학', '철벽', '모니터']",0
미쳐 날뛰는 ...,Song,9.79,"스토리, 일상",0,만화가가 되고 싶었던 나날가볍게 그려본 생활툰 하나에 격동하는 주변의 이야기,"['주변', '나날', '생활', '격동', '만화가', '하나']",0
내 ID는 강...,기맹기,9.83,"스토리, 로맨스",0,"못생긴 얼굴에서 미인으로 새롭게 태어난 그녀, 강미래! 그런데... 어디서 본 듯 한데?","['미인', '얼굴', '미래', '한데']",0
하나의 하루,석우,9.95,"스토리, 로맨스",0,인간소녀를 향한 늑대인간의 사랑,"['소녀', '늑대', '사랑']",0
심심한 마왕,김상민,9.86,"스토리, 개그",0,평화로운(?) 마계에서 평화롭게(?) 살아가는 심심한 마왕의 심심하지만은 않은 이야기,"['마왕', '평화', '마계']",0
2019 귀신...,웹툰작가,9.29,"스토리, 스릴러",0,2019 여름특집 공포 단편선 - 괴담의 재구성※주의※ 절대 이 작품을 혼자 읽지 마시오,"['단편', '공포', '괴담', '주의', '여름', '절대', '재구성', '특집', '혼자']",0
공복의 저녁식사,김계란,9.75,"스토리, 드라마",0,세상에는 왜 이렇게 맛있는 게 많을까만두와의 저녁식사를 통한 식탐소녀 복희의 좌충우돌 성장기,"['와의', '식탐', '성장기', '소녀', '식사', '저녁', '좌충우돌', '세상']",0
