제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
안녕 나의 모...,켄타,9.97,"스토리, 감성",0,전쟁 후 홀로 남은 소년 로이.자신을 챙겨준 고양이 모모로의 죽음을 받아들이지 못하고 헤매는데...외톨이 소년 로이의 가슴 아프지만 따뜻한 이야기,"['가슴', '외톨', '전쟁', '로이', '소년', '죽음', '고양이']",0
지구멸망버튼,박장고 / 신동구,9.71,"스토리, 액션",0,갑자기 생겨난 의문의 빨간 버튼그리고 필사적으로 버튼을 지켜내려는 자들빨간 버튼을 누르면 지구가 멸망한다고!?,"['지구', '버튼', '의문', '필사적', '멸망', '필사']",0
사우러스,이노,9.83,"스토리, 판타지",0,다시 돌아온 공룡의 시대! 무너진 인류 문명을 지키려는 자들과 이를 방해하려는 세력의 치열한 전투가 시작된다.,"['치열', '공룡', '문명', '전투', '방해', '시대', '세력', '인류']",0
아이고 아이고,하모,9.92,"스토리, 드라마",0,자유분방한 삶을 살던 가수 지망생.불의의 사고를 겪고 장례지도사가 되기를 결심한다.,"['지망', '불의', '지망생', '사가', '장례', '사고', '자유분방', '지도', '결심', '가수']",0
헬로맨스,이공주 / 하얀독...,9.68,"스토리, 로맨스",0,"마계 서열, 중급악마 시트리. 상급 악마가 되고 싶었지만 억울한 누명으로 인간계에 떨어졌다.인간이 된 시트리는 검찰 수사관이 되었지만 이기적이고, 싸가지도 없고, 개념도 없는 직속 검사 계세아를 만나게 된다.둘은 첫날부터 원수지간이 되는데…악마였던 검찰수사관과 악마같은 검사의 범죄스릴 로맨스가 펼쳐진다!","['트리', '이기적', '직속', '중급', '검사', '원수', '시트', '검찰', '상급', '원수지간', '악마', '누명', '로맨스', '인간계', '이기', '지간', '첫날', '범죄', '수사관', '마계', '계세', '스릴', '서열', '개념', '싸가지']",0
왕세자 입학도,무번,9.98,"스토리, 드라마",0,"조선 후기, 성균관에 자그마한 신참이 들어온다! 모종의 이유로 정체를 숨기고 성균관 유생이 된 왕세자가 보고 겪는 체험! 민중의 현장!","['왕세자', '신참', '후기', '성균관', '정체', '민중', '유생', '체험', '현장', '조선', '모종', '이유']",0
여기 악마가 ...,맷집왕,9.9,"스토리, 드라마",0,"게임회사의 인사팀에서 일하게 된 1년 차 직장인 조승훈.인간의 모습을 한 악마 상사와 함께 회사를 급성장시키게 되는데…성장의 이면에 있는 악마의 진짜 목표는 무엇이며, 이를 깨달은 인간은 과연 어떤 선택을 하게 될 것인가.","['진짜', '장의', '상사', '게임', '회사', '성장', '목표', '직장인', '인사', '악마', '이면', '모습', '급성장', '조승', '선택']",0
럭키언럭키,가천가,9.95,"스토리, 판타지",0,"평범하게 살아왔던 안녹희, 알고보니 행운 초능력자였다?!어쩌다보니 초능력학교 전교 1등까지 해버리고...다시 평범해지고픈 안녹희의 고군분투 고교생활","['학교', '행운', '고교', '능력자', '분투', '평범', '생활', '초능력', '고군분투', '고군', '해지', '전교']",1
저세상 클라스!,꾀돌이,9.96,"스토리, 액션",0,할머니와 몸을 공유해야하는 일진짱그런데 이 할머니도 보통이 아니다일진짱의 진정한(?) 이중생활!,"['공유', '이중', '생활', '일진', '할머니', '보통']",0
스윗솔티,달삐,9.97,"스토리, 드라마",0,이번 알바는 잘리면 안 된다!!욱하는 성격에 매번 사고만 치는 경찰 준비생의 성질 개조 알바가 시작됩니다.,"['성격', '개조', '사고', '경찰', '알바', '준비', '성질']",0
온새미로,여우 / 사문,9.89,"스토리, 로맨스",0,"배우 지망생 해리는 특집 드라마 ‘무영탑’ 오디션 준비를 위해 방문한 국립 부여 박물관에서 신비로운 분위기의 백제 유물 ‘금동대향로’에 이끌린다.해리로 인해 금동대향로 속에 갇혀 있던 천신의 아들 ‘온새미로’가 깨어나고, 멈춰져 있던 인연의 굴레가 다시 움직이기 시작한다.","['지망생', '오디션', '방문', '배우', '인연', '준비', '지망', '무영탑', '미로', '백제', '유물', '분위기', '국립', '굴레', '드라마', '천신', '아들', '박물관', '부여', '해리', '신비', '특집', '향로']",0
하슬라,까를로스 / 유상진,9.93,"스토리, 액션",0,일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.,"['무죄', '번의', '도시', '처절', '피의', '복수', '도진', '타인', '살인']",0
뱀파이어의 꽃,카나리아 / 동물,9.85,"스토리, 로맨스",0,"500년 만에 인간 세상에 나타난 뱀파이어, 루베르이와 인간 계약자 서영의'뱀파이어 꽃'을 찾는 숨 막히는 모험과 사랑을 그린 뱀파이어 로맨스.※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※","['세상', '시리즈', '사랑', '뱀파이어', '오리지널', '모험', '연재', '로맨스', '듀얼', '서영', '계약자']",0
기억흔적,브라보 장,9.91,"스토리, 스릴러",0,사랑하는 가족을 잃은 남자.가족을 살리기 위한 처절한 시간 여행이 시작된다.,"['여행', '사랑', '가족', '처절', '시간']",0
도사 가온,김상민,9.89,"스토리, 액션",0,도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!,"['액션', '모험', '판타지', '사의', '도술', '소년', '무명도', '도사']",0
인간의 온도,이재익 / 양세준,9.9,"스토리, 드라마",0,형사와 기자 그리고 이상한 소년.일어나선 안 될 사건들.진실을 향한 치열한 추적이 시작된다.,"['나선', '치열', '형사', '기자', '추적', '소년', '일어', '진실', '사건', '이상']",0
노력의 결과,악파,9.95,"스토리, 스릴러",0,"완벽주의 아버지 밑에서 자란 재경, 이번 시험에서도 전교 1등을 사수해야 한다.","['아버지', '완벽', '시험', '재경', '주의', '전교', '사수']",1
후아유!,이범 / 이도윤,9.96,"스토리, 로맨스",0,"매번 변하는 말투와 행동. 너, 대체 정체가 뭐야?","['대체', '행동', '말투', '정체']",0
신이 담긴 아이,건치 / 호진,9.89,"스토리, 판타지",0,"이승과 저승 사이, 신의 피가 흐르는 아이들을 위한 무당학교에'예언의 아이'가 나타났다.","['학교', '예언', '저승', '신의', '아이', '무당', '이승']",1
깁스맨,맹물,9.85,"스토리, 드라마",0,정의를 위해 일진으로 살았다. 근데 정의가 뭔지는 알아?한 번의 잘못된 선택이 불러온 전혀 다른 결과... <연애학> 맹물 작가의 고등학생 이야기.,"['고등학생', '맹물', '연애', '번의', '결과', '일진', '선택', '잘못', '정의', '무엇']",1
스캔들,"달콤J,티바 / ...",9.8,"스토리, 로맨스",0,"당대 최고 인기 여배우의 스캔들의 주인공이 내 남편이라면?남편의 불륜으로 신혼이 파탄난 지우는 기자생활을 접고 미국으로 떠나게 되고, 전 남편이 거절할 수 없는 제안을 건네온다.","['거절', '스캔들', '주인공', '기자', '제안', '인기', '생활', '최고', '불륜', '신혼', '당대', '파탄', '여배우', '남편']",0
무주의 맹시,마누비,9.95,"스토리, 로맨스",0,삼신할미의 저주를 풀기 위해산신이 되는 세아의 파란만장 고교 생활!,"['고교', '삼신할미', '삼신', '생활', '파란만장', '위해', '저주', '산신']",1
소녀 해미,이현우,9.63,"스토리, 스릴러",0,"""난 당신을 지옥으로 보낼거야"" 복수를 꿈꾸는 소녀 해미. 그녀는 천재적인 머리를 활용하여 재벌가 손녀딸로 신분 세탁을 하는데...","['머리', '지옥', '재벌', '세탁', '천재', '복수', '소녀', '해미', '천재적', '신분', '활용', '손녀딸']",0
가담항설,랑또,9.98,"스토리, 판타지",0,이번 주인공은 돌이다!돌이지만 동료도 모으고 악당도 물리친다!랑또 작가표 동양 판타지 소년만화,"['동료', '주인공', '판타지', '소년', '악당', '돌이']",0
드로잉 레시피,꼬모소이,9.96,"스토리, 감성",0,어머니가 돌아가신후 어머니가 주인이었던 석촌 미선빌라 201호로 이사 온 은수의  용서와 성장의 힐링여행,"['여행', '은수', '미선', '성장', '주인', '용서', '수의', '어머니', '힐링', '이사', '빌라']",0
인싸라이프,힐링달,9.09,"스토리, 드라마",0,내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어!원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다,"['라이크', '계정', '비밀']",0
이런 영웅은 ...,삼촌,9.97,"스토리, 판타지",0,"실존하는 수많은 영물들과 싸우는 히어로, 스푼(SPOON)의 대활약 이야기!","['활약', '스푼', '히어로', '영물', '실존', '대활약']",0
밤하늘에 구름운,견지 / 그리온,9.96,"스토리, 로맨스",0,"망겜 <검풍 온라인>의 NPC 초낙운, 서윤의 평범했던 일상에 등장!?NPC와의 좌충우돌 로맨스지상최대공모전 1기 우수상 수상 작품","['일상', '등장', '지상', '온라인', '평범', '수상', '로맨스', '공모전', '좌충우돌', '최대', '우수']",0
데이즈,양수,6.86,"스토리, 스릴러",0,"대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 ‘한지한’은 오늘도거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 ‘한지훈’만이 있었다.어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어‘한지한’을 범인으로 지목하는데?!","['재벌', '시체', '대한민국', '어리광', '지목', '가의', '부름', '망나니', '어제', '동생', '오랜만', '손가락', '오늘', '경찰', '범인', '한지', '아버지', '최고', '막내', '아들', '집안']",0
장단에 맞춰줘!,햇님,9.8,"스토리, 로맨스",0,초단신 보람과 일진농구부 최겸의너무 다른 반전 개그 로맨스!,"['보람', '초단', '일진', '겸의', '단신', '농구', '로맨스', '반전', '개그']",0
빛빛빛,수진,9.92,"스토리, 로맨스",0,"우리가 다시 만난다면, 나는 다른 선택을 할 수 있을까엇갈린 첫사랑과의 재회","['재회', '선택', '첫사랑']",0
천도,진작,9.89,"스토리, 판타지",0,"저승 문을 막고 있던 융이 살해 당하고, 다시 저승 문을 막기 위해 융을 되살리려는 유장.망자들을 이용해 저승의 경계를 무너뜨리려는 사흉과 대립한다.","['유장', '대립', '융이', '저승', '망자', '이용', '살해', '경계']",0
모락모락 왕세...,원해,9.87,"스토리, 로맨스",0,온천마을에 찾아온 꽃미남 왕세자일행과신비한 힘을 가진 소녀의 판타지 로맨스,"['왕세자', '미남', '온천', '판타지', '일행', '신비', '소녀', '로맨스', '마을']",0
오늘도 사랑하...,하찌,9.81,"스토리, 로맨스",0,우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.,"['진짜', '주변', '사랑', '큐피드', '대작전', '만들기']",0
백호랑,박혬,9.92,"스토리, 판타지",0,서쪽의 신수 백호랑. 과거의 죄를 씻기 위해 인간계에서 하늘의 심부름을 수행중,"['하늘', '신수', '서쪽', '심부름', '수행', '호랑', '과거', '인간계']",0
"안녕, 이바다씨",문나영,9.9,"스토리, 로맨스",0,물이 무서운 여자와 물에 사는 남자의 청량미 넘치는 여름 로맨스!,"['청량', '여름', '로맨스', '청량미']",0
Here U ...,D JUN,9.65,"스토리, 로맨스",0,"학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기","['반대', '학교', '신입생', '현우', '악연', '재환', '성격', '최고', '만남', '인연', '입학식', '특별', '선배', '생각']",1
물레,고긱,9.82,"스토리, 드라마",0,첫 술자리에서 전과 선언.이거 내 얘기 아니지..?,"['전과', '술자리', '선언', '얘기']",0
저승사자 출입...,심웅섭,9.81,"스토리, 드라마",0,죽음 너머를 믿지 않는 간호사 주나비그리고 그녀가 살린 저승사자 신의그들의 트라우마 극복기.,"['간호사', '트라', '우마', '너머', '신의', '나비', '극복', '죽음', '저승사자']",0
합법해적 파르페,뼈피살,9.95,"스토리, 판타지",0,비범한 공주님 파르페의 신묘한 모험 판타지,"['판타지', '모험', '신묘', '파르페', '공주']",0
제로게임,즐바센,9.97,"스토리, 판타지",0,인생 재건설 서바이벌2015 대학만화 최강자전 수상작!,"['수상작', '인생', '최강자', '대학', '건설']",0
꼬리 있는 연애,진하 / 헤폰,9.92,"스토리, 로맨스",0,"""나무꾼의 환생과 결혼하지 않으면 여우가 된다고?!!""운명의 상대를 찾기 위한 윤하의 고군분투 연애담이 시작된다.","['상대', '나무꾼', '연애담', '윤하', '분투', '여우', '운명', '고군분투', '환생', '고군', '결혼']",0
위험한 신입사원,박수정 / Jiya,9.65,"스토리, 로맨스",0,신입사원만 기다려온 입사 3년 차 그녀 정유림그런데 왜 하필 회장님의 친손자가 신입 막내라니?!신입사원 연하남과 위험천만 비밀 연애가 시작된다.,"['회장', '연하', '연애', '유림', '신입', '사원', '비밀', '친손자', '입사', '막내', '위험천만']",0
레사(less...,POGO,9.95,"스토리, 판타지",0,"어느날부턴가, 사람들은 디맨으로 변한다.매일밤 계속되는 습격, 그리고 동생을 찾는 한 남자.그 혼돈 속에서 신이 눈을 뜬다!","['혼돈', '계속', '습격', '동생', '신이']",0
여름은 뜨겁다,JQ / ZK,9.2,"스토리, 드라마",0,"'어둠을 삼키는 흑룡’ 이라 불리는 동대정고 최강자  ‘신서용’.그의 앞에 둘도 없는 친구  ‘피를 뿌리는 적룡, 한대용＇의 여동생 ‘한여름’이 나타난다. 예측불허 여름과 얽히며 벌어지는 학원 코믹 성장물","['여동생', '한여름', '친구', '강자', '흑룡', '학원', '성장', '예측', '어둠', '최강자', '정고', '여름', '코믹', '불허', '신서', '대용']",1
구주의 시간,송극장,9.83,"스토리, 드라마",0,"동생이 죽었다. 장례식이 끝난 뒤, 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다. 어플 안의 모두가 용의자다.","['모두', '용의자', '장례식', '안의', '비밀', '발견', '커뮤니티', '기록', '동생']",0
죽여주는 탐정님,뻥 / 조은,9.87,"스토리, 스릴러",0,"타인의 거짓말을 꿰뚫어보는 고교생 백아. 거짓으로 사건을 만들어내는 탐정을 만나고, 세상에 그의 진실을 밝혀내야 한다.","['거짓말', '백아', '고교생', '탐정', '거짓', '진실', '세상', '사건', '타인']",0
매지컬 메디컬,지공,9.86,"스토리, 드라마",0,날 구하러 온 마법 세계 힐러,"['세계', '마법']",0
커피도둑,유지별이,9.94,"스토리, 판타지",0,"학교 뒷산에 있는 카페 <커피도둑> 그곳에 '시간을 사는 남자'가 있다는 소문이 퍼진다. 1년 전, 사고를 당한 '유나래'는 저승사자 '새우'와 함께 그곳으로 찾아가 다시 살아나기 위해 시간을 훔치려 하는데...","['학교', '커피', '소문', '새우', '나래', '사고', '도둑', '뒷산', '카페', '저승사자', '시간']",1
FM보이,육일공,9.96,"스토리, 로맨스",0,"나에게만 들리는 그녀의 진심.콩닥콩닥 주파수를 맞춰라!방송부 아이들의 꿈, 우정, 사랑.","['주파수', '사랑', '방송', '아이', '우정', '진심']",0
인문학적 감수성,교날 / 번암,9.85,"스토리, 드라마",0,"타투이스트 감수성에게는 남들과 다른 비밀이 하나 있다.바로 살아움직이는 그림을 그린다는 것!이런 이상한 능력 덕분에 깡패처럼 보이는(?) 손님에게새겨주었던 용 문신이 탈주를 하게 되고, 극대노한 상태로 찾아온 그녀와 모종의 사건으로 엮이면서거절하지 못할 제안을 받는데...","['깡패', '노한', '극대', '손님', '제안', '감수성', '그림', '상태', '탈주', '덕분', '비밀', '이스트', '문신', '능력', '이상', '모종', '사건', '거절']",0
평범한 8반,영파카,9.85,"스토리, 드라마",0,안 평범한 아이들이 모인 평범한 8반고품격 웰메이드 병맛을 느껴보세요,"['이드', '고품', '품격', '아이']",0
스몰,을승,9.9,"스토리, 로맨스",0,"네 앞에 서면 왜 난 자꾸...♡좋아하는 이성과 함께 있으면 자꾸만 작아지는 것 같은 기분, 한 번쯤 다들 경험해 봤지? 문제는 정말 몸까지 줄어든다구!","['문제', '기분', '이성', '경험']",0
교환일기,한끼룩,9.94,"스토리, 드라마",0,"인싸로 살아가던 여대생 한나무, 생일파티에 가던 길에 교통사고를 당하고...왕따 여중생이 되어 깨어나다.","['교통사고', '왕따', '여대생', '생일', '여중', '여대', '여중생', '파티', '나무']",0
칼부림,고일권,9.9,"스토리, 시대극",0,뜻을 품고 한을 품은 팔도의 자제들아 서슬퍼런 칼날 내보이라!이괄의 난을 배경으로 펼쳐지는 함이의 복수와 성장,"['성장', '배경', '서슬', '자제', '칼날', '복수', '내보']",0
노선도,효기,9.79,"스토리, 스릴러",0,"암호화폐 투자 실패로 모든 걸 잃은 평범한 40대 회사원 '권한수'.절망한 그의 앞에 우연히 현금 20억이 든 황금색 캐리어가 나타나지만,오히려 점점 더 깊은 함정에 빠지고 만다.","['황금색', '현금', '회사원', '캐리어', '암호', '투자', '함정', '화폐', '실패', '절망']",0
개장수,김규삼,9.98,"스토리, 판타지",0,"역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.","['지배', '이브', '스릴러', '판타지', '프리', '역대', '개장수', '곤충', '세상']",0
닥터 하운드,아루아니 / 레임,9.97,"스토리, 스릴러",0,인간의 생각과 감정 그리고 죽음의 흔적까지꿰뚫어 보는 눈을 가진 남자 '하운드'그 앞에 벌어지는 기괴한 연쇄 자살 사건!,"['연쇄', '사건', '감정', '자살', '하운드', '흔적', '죽음', '생각']",0
누군가의 로섬,방농구,9.95,"스토리, 드라마",0,"실연의 상처로 우울해 있던 찰나, 상냥하게 말을 걸어온 그 남자.하지만 가까워질수록 어딘가 쎄한 기분이 든다. 이 남자 로섬의 정체가 궁금하다.","['우울', '기분', '상처', '실연', '정체', '찰나']",0
나의 첫번째 ...,신매,9.93,"스토리, 감성",0,"아빠의 갑작스런 죽음 이후로 후회와 죄책감에 살던 이슬. 그녀 앞에 하늘을 나는 소년이 나타났다. ""너에게 작은 용기를 줄게.""","['아빠', '용기', '하늘', '이후', '소년', '죄책감', '후회', '이슬', '죽음']",0
먹지마세요,노도 / 비버,9.95,"스토리, 판타지",0,달콤한 복숭아 소년(?)요괴와 귀신들에게 쫓기다.,"['귀신', '요괴', '복숭아', '소년']",0
함부로 대해줘,선우,9.87,"스토리, 로맨스",0,지금도 조선시대는 이어지고 있다?!성산마을에서 온 철벽남 제자 신윤복과 저돌적인 직진녀 스승 김홍도의 본격 디펜스 로맨스.,"['저돌적', '마을', '본격', '시대', '직진', '제자', '철벽', '저돌', '성산', '디펜스', '스승', '조선', '지금', '신윤복', '로맨스', '김홍도']",0
블루투스,국승원,7.47,"스토리, 판타지",0,탐사선의 폭발!우주 한가운데 홀로 남겨진 우주 비행사.이 광활하고 고독한 싸움에서 그는 과연 살아남을 수 있을까?,"['고독', '우주', '한가운데', '가운데', '폭발', '비행사', '싸움', '탐사선']",0
선녀야 야옹해...,햄톨탱크,9.78,"스토리, 로맨스",0,사랑 인연을 이어주기 위해 지상에 온 선녀 초미.톱스타 강수에게 냥줍을 당하다..!!,"['강수', '지상', '사랑', '톱스타', '인연', '초미', '선녀']",0
비스타,유마,8.2,"스토리, 드라마",0,"가수가 되려고 했지만 꿈을 잃고 방황하다어렸을 때 만났던 그 아이를 만나고 다시 찾은 기회,하지만 과거의 업보가 발목을 잡고마는데...","['업보', '발목', '아이', '방황', '가수', '과거', '기회']",0
러브슬립,오창호,9.79,"스토리, 드라마",0,"만약 당신이 이야기 속의 주인공이라면? 눈을 떠보니 낯선 환경과 낯선 사람들에 자신 또한 누군지조차 모른다면?
좌충우돌 러브코미디, 시작합니다.","['환경', '주인공', '코미디', '만약', '러브', '좌충우돌', '지조']",0
[드라마원작]...,김칸비 / 황영찬,9.97,"스토리, 스릴러",0,"절망의 세상을 비관하고 스스로를 고립시킨 한 소년,하지만 이제 소년은 밖으로 나가고 싶다.","['이제', '비관', '소년', '고립', '세상', '절망']",0
가타부타타,숭어,9.95,"스토리, 로맨스",0,"모든 게 서툴고 어색했던 중학교 2학년 15살의 첫 연애.그렇게 헤어졌던 첫사랑을 같은 대학, 자취방 바로 옆집에서 다시 마주하다! 사랑이 뭔지, 연애가 뭔지 아직도 헷갈리고 서툴기만 한 스무 살. 과연 이번엔스스로에게 당당하고 서로를 솔직하게 마주하는 연애에 성공할 수 있을까?","['학년', '연애', '자취방', '사랑', '서로', '성공', '옆집', '대학', '사랑이', '첫사랑', '중학교', '자취', '어색', '살의', '무엇']",0
그녀의 버킷리...,황양 / 솦,9.94,"스토리, 드라마",0,"'이것만 다 이루면... 미련없이 오빠 곁으로 갈게.'세상을 떠난 남자친구를 따라서, 죽기 위해 이뤄가는 그녀의 완벽한 버킷리스트","['친구', '오빠', '버킷', '미련', '리스트', '완벽', '세상']",0
친애하는 X,반지운,9.97,"스토리, 드라마",0,"국내 최고의 여배우 '백아진'의 몰락,그리고 그 뒤에 숨겨진 그녀의 두 얼굴네이버웹툰 최강자전 18년 대표작.","['백아', '국내', '대표작', '최강', '최강자', '최고', '몰락', '얼굴', '여배우']",0
노블레스,손제호 / 이광수,9.62,"스토리, 판타지",0,820년간의 긴 수면기. 드디어 새로운 세상에 눈을 뜨다.그리고 새로운 세상의 새로운 사람들을 만나다.,"['수면', '세상']",0
데드라이프,후렛샤 / 임진국,9.65,"스토리, 액션",0,"지능을 가진 좀비,세상을 파멸시킬 것인가 구원할 것인가.","['파멸', '좀비', '구원', '지능', '세상']",0
거미,모아이,9.9,"스토리, 스릴러",0,거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,"['거미', '탈출', '거미줄', '의심', '마을']",0
한번 더 해요,미티 / 구구,9.91,"스토리, 드라마",0,결혼 8년차 부부. 성대광과 유선영. 대학시절 킹카 퀸카로 CC로 만나 결혼까지 골인했지만 이젠 지독한 현실에 서로에게 지쳐버린 권태기 부부일 뿐이었다. 그러던 어느 날..드라마 <고백부부> 원작 웹툰!,"['이제', '골인', '권태기', '서로', '현실', '유선', '대학', '고백', '드라마', '지독', '광과', '시절', '결혼', '성대', '원작', '부부']",0
러브슬립 2부,오창호,9.83,"스토리, 로맨스",0,"과연 오늘은 어떤 사건에 정신없이 휘말리게 될 것인가?!
좌충우돌 러브코미디, 그 두 번째 이야기!","['코미디', '오늘', '러브', '좌충우돌', '사건']",0
타인은 지옥이다,김용키,9.86,"스토리, 스릴러",0,모든 게 낯선 고시원 생활. 그곳에 수상한 자들이 있다.화제의 드라마원작 재연재! 놓치지 마세요!,"['고시원', '생활', '수상', '화제', '연재', '드라마', '원작']",0
골든 체인지,브림스,9.98,"스토리, 판타지",0,세상에서 가장 불운한 소녀 강유와 소녀의 불운을 막아주는 수상한 산신령 우암이 펼치는 판타지세계,"['산신령', '세계', '판타지', '수상', '소녀', '불운', '세상']",0
용비불패 완전판,류기운 / 문정후,9.98,"스토리, 액션",0,전설적 명작의 완벽한 부활! <고수>를 기다리며 정주행 START!스크롤 편집과 가독성 개선을 통한 '완전판' 최초 독점 공개!!,"['명작', '개선', '전설적', '독성', '주행', '부활', '전설', '고수', '편집', '완전', '최초', '스크롤', '완벽', '공개', '독점']",0
하이브 1~2,김규삼,9.95,"스토리, 판타지",0,거대해진 곤충들이 인간을 습격한다! 원시시대로 돌아간 지구의 대기상태,"['해진', '상태', '원시', '습격', '대기', '거대', '시대', '곤충', '지구의']",0
위대한 방옥숙,매미 / 희세,9.95,"스토리, 드라마",0,"한강 조망권 지키려다가 한강에 시체를 유기한 여자들의 이야기.""내 집값은 내가 지킨다!""<마스크걸> 매미/희세 작가의 신작!","['유기', '마스크', '집값', '시체', '희세', '조망']",0
유비님께 투자...,B급달궁 / 이유정,4.23,"스토리, 판타지",0,"지금까지의 삼국지는 잊어라!꽃미남 영웅들과 초보 투자가의 짠내 나는 촉나라 경영 스토리!...삼국지의 유비, 관우, 장비와 20대 여성 CEO 제나의 ‘본격주식회사경영판타지코믹로맨스’를 통해 새로운 즐거움을 선사한다!!","['장비', '삼국지', '투자가', '지금', '유비', '영웅', '주식', '스토리', '판타지', '코믹', '로맨스', '본격', '경영', '나의', '즐거움', '선사', '촉나라', '미남', '회사', '초보']",0
개미,재희,9.79,"스토리, 스릴러",0,우리의 발 밑에 그들이 살고있다.,[],0
피와 살,황준호,9.94,"스토리, 스릴러",0,멸종 위기에 처한 인간.인간을 먹고 사는 괴물.생존을 위한 그들의 전쟁 혹은 공생.,"['생존', '멸종', '위기', '전쟁', '공생', '괴물']",0
하이브 3,김규삼,9.97,"스토리, 판타지",0,본격화된 인간과 거대곤충의 전쟁. 김규삼 작가가 선보이는 역대급 판타지 스릴러,"['스릴러', '판타지', '본격화', '거대', '역대', '전쟁', '곤충']",0
구구까까,혜니,9.94,"스토리, 개그",0,원시시대로 넘어간 청담 핫걸 이나의부족 생활 적응기,"['청담', '적응기', '부족', '원시', '생활', '시대', '적응', '나의']",0
어쩔꼰대,강선율 / Jen...,9.85,"스토리, 액션",0,빵셔틀과 뒤바뀐 꼰대 조폭?!이제 일진은 꼰대로 잡는다,"['일진', '조폭', '꼰대', '셔틀']",0
하우스키퍼,채용택 / 유현,9.97,"스토리, 액션",0,사상 최악의 바이러스.인간은 포기했지만 A.I만은 포기하지 않는다,"['최악', '포기', '사상', '바이러스']",0
스피릿 핑거스,한경찰,9.98,"스토리, 로맨스",0,"평범한 여고생, 알록달록 이상한 그림모임에 들어가다!나만의 색을 찾아 떠나는 모험 이야기!","['모임', '그림', '모험', '여고생', '이상']",1
에이머,구동인,9.79,"스토리, 판타지",0,"작은 우연은 역사를 만든다.지구를 침공한 이성인 팜킨 일당과, 그들을 막아선 초월자 에이머와 지구인의 이야기!","['초월자', '지구', '지구인', '우연', '성인', '당과', '일당', '역사', '침공']",0
이웃집의 훈훈...,teamGOGI+,4.2,"스토리, 로맨스",0,친절한 매너와 훈훈한 얼굴로 학교 내 최고의 인기남 진범.그가 사실은 스토커라고?!이웃집에 미워할 수 없는 훈남 스토커가 산다!,"['스토커', '학교', '매너', '인기', '최고', '이웃집', '친절', '얼굴', '진범', '사실']",1
오버더문,포르토 / 이승준,9.93,"스토리, 스릴러",0,버스에서의 사고 후 잃어버린 2주 동안의 기억.하늘에 뜬 푸른 달과 날아드는 수백 건의 달빛을 받으라는 문자들.조심해. 너도 달빛을 쐬면 괴물이 되어버릴 테니까.,"['동안', '버스', '달빛', '문자', '사고', '하늘', '조심', '괴물', '기억']",0
그 판타지 세...,촌장,9.98,"스토리, 판타지",0,"용사가 마왕을 물리친 후 100년 뒤,과거의 상처를 잊은 그 판타지 세계 주민들 이야기","['상처', '세계', '판타지', '과거', '용사', '마왕', '주민']",0
결백한 사람은...,서각,9.85,"스토리, 드라마",0,15년 전 실종된 아이가 돌아왔다.초능력을 가진 순경의 아동실종 심리 수사극,"['실종', '순경', '아동', '아이', '초능력', '심리', '수사']",0
검은인간,이저녁,9.98,"스토리, 액션",0,"너의 흉터도, 너의 두 눈도, 그리고... 너의 힘까지! 지금부터 모든 걸 바꿔줄게.","['지금', '눈도', '흉터']",0
3cm 헌터,돌연변이,9.89,"스토리, 판타지",0,"세상 사람들의 몸이 3cm로 줄어들었다. 이제는 고양이, 개미, 청소기 등 일상의 모든 것이 위협인 상황. 믿을 것은 각자에게 주어진 이능력 하나뿐이다.","['이제', '세상', '일상', '각자', '개미', '청소기', '상황', '이능', '위협', '고양이']",0
오늘도 사랑스...,이혜,9.98,"스토리, 로맨스",0,새벽마다 개로 변하는 저주를 풀고 싶은 여자와개가 무서운 남자의 밀고 당기는 로맨스!,"['개가', '새벽', '로맨스', '저주']",0
