제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
키스우드,안성호,9.95,"스토리, 판타지",0,"언덕이라 불리우는 정체 불명의 숲, 그리고 그곳을 지배 하고있는 소녀 '무아'.무아의 손에서 벗어나 숲을 탈출하기 위한 설씨 일행의 험난한 여정!","['무아', '지배', '정체', '불명', '일행', '소녀', '탈출', '언덕', '여정']",0
여중생A-우리들의 축제,허5파6,9.98,"스토리, 드라마",0,"글쓰기, 게임 대신 무려 춤추기에 도전하는 미래?! 우리들을 웃고 울렸던 웹툰 <여중생A>의 특별외전.","['미래', '여중생', '대신', '도전', '특별', '글쓰기', '게임', '외전']",0
병의 맛,하일권,9.98,"스토리, 드라마",0,학교가기 싫음. 친구 없음. 혼자밥 먹음.이런 나에게 무언가 생겨나기 시작했다.,"['친구', '가기', '무언가', '학교', '혼자']",1
언터처블,맛스타,9.97,"스토리, 로맨스",0,만져야 사는 여자와 만질 수 없는 남자의아슬아슬 로맨스!,"['자의', '로맨스']",0
레드돌,최윤열,9.87,"스토리, 판타지",0,"기계인형이 된 인간을 사냥하는 인형 사냥꾼 이야기
SBA-서울문화사-네이버가 함께하는 2015 만화 스카우트 당선작입니다.","['기계', '사냥꾼', '당선작', '사냥', '문화사', '스카우트', '서울', '인형']",0
개미잡이,이익수,9.81,"스토리, 드라마",0,겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다,"['고은', '복수', '악마', '기회', '시절', '형사', '의문', '학대', '뜻밖', '악랄', '비밀']",0
흐드러지다,연제원,9.92,"스토리, 시대극",0,"지배하는 자, 차지하려는 자 그리고 암살자.쥬신의 황궁을 둘러 싼 음모와 배신
그 뒤로 서서히 드러나는 숨겨진 이야기","['지배', '신의', '암살자', '배신', '지배하', '차지', '황궁', '음모']",0
강시대소동,주동근,9.74,"스토리, 스릴러",0,강시대소동 야영지에 강시가 나타났다! 찌질한 우리라도 막아야 한다!,"['소동', '야영지', '시대', '강시']",0
냥하무인,박성현,9.93,"스토리, 개그",0,내가 선물이니까 넌 닥치고 받아#안하무인 #뚱냥이 #인간세상 출몰,"['내가', '선물', '출몰', '세상', '안하무인']",0
콘스탄쯔 이야기,김민정,9.93,"스토리, 드라마",0,"바로 지금, 여기 이 곳에서 벌어지는, 새로운 삶을 향한 몸부림
긴 터널의 끝에서 그녀를 기다리고 있는 것은 무엇일까.생존을 위한 그녀의 몸부림을 담은 팩션 다큐멘터리.","['터널', '지금', '몸부림', '생존', '다큐멘터리']",0
블랙시저스,유령,9.95,"스토리, 판타지",0,하얀 악마 차투스와 시저들의 이야기,"['악마', '투스', '시저']",0
프린스의 왕자 - 카페 드 쇼콜라 -,재아 / SE,9.95,"스토리, 판타지",0,"<프린스의 왕자> 시즌3! 꽃미남들의 달콤살벌 초콜릿 이야기이몽룡과 박시현, 두 완벽남의 전쟁같은 카페 운영이 시작된다","['미남', '시즌', '왕자', '초콜릿', '살벌', '박시', '완벽', '프린스', '전쟁', '카페', '남의', '운영']",0
고고고,정은경 / 하일권,9.97,"스토리, 판타지",0,"치매 걸린 할아버지, 게임 폐인 아빠와 살고 있는 고민
원효대사가 남긴 해골물을 찾아달라는 의뢰를 받고
삼부자가 떠나게 되는데...","['폐인', '치매', '할아버지', '아빠', '대사', '해골', '고민', '게임', '의뢰', '삼부자']",0
두근두근두근거려,하일권,9.95,"스토리, 드라마",0,‘3단 합체 김창남’의 하일권 신작.건조했던 일상이 두근두근 거리기 시작한다.,"['일상', '합체', '건조', '하일', '거리']",0
소유,한(恨),9.91,"스토리, 드라마",0,"욕망, 결핍, 집착, 그리고...사랑을 향한 파국 스릴러.","['집착', '결핍', '사랑', '욕망', '파국', '스릴러']",0
악당의 사연,랑또,9.92,"스토리, 개그",0,"홍어단이 대한민국을 정복했다? 그럼 러브레인저는 어쩌라고!!랑또 작가의 '악당의 사연' 시즌2, 4월2일 컴백!","['시즌', '레인저', '정복', '사연', '대한민국', '홍어', '당의', '컴백', '러브']",0
첫사랑입니다만,산차,9.93,"스토리, 로맨스",0,숨기고 싶은 그녀와 밝히고 싶은 그의 밀당 로맨스!,['로맨스'],0
묵회,한나,9.91,"스토리, 시대극",0,"떠돌이 점쟁이 모아의 이야기. 
그녀가 만나는 사람들의 이야기. 그리고 우리의 이야기. 이 세상의 이야기","['떠돌이', '점쟁이', '세상']",0
모퉁이 뜨개방,소영,9.99,"스토리, 감성",0,회색빛 일상에 지쳐있던 현이어느 날 만나게 된 모퉁이 뜨개방에서 자신의 상처를 마주하며 치유해간다,"['치유', '일상', '뜨개', '모퉁이', '회색빛', '상처']",0
라이징패스트볼,박현수,9.51,"스토리, 스포츠",0,고교야구! 야구소년!불꽃같은 그들의 이야기!,"['불꽃', '고교', '소년', '야구']",1
제페토,연제원,9.95,"스토리, 판타지",0,"제페토 박사가 죽기 전에 남겼다는 제페토의 유산.지배를 위해, 생존을 위해, 사랑을 위해, 제페토의 유산을 손에 넣기 위한 대립이 시작된다!'흐드러지다' 연제원 작가의 SF 신작 <제페토>","['지배', '사랑', '대립', '박사', '유산', '생존']",0
킥,강냉이,7.75,"스토리, 액션",0,"태권도 쌩초보 홍석준의 무모한 태권도 수련.
<폭풍의 전학생> 강냉이 작가의 신작 웹툰.","['수련', '폭풍', '초보', '태권도', '전학생', '냉이', '준의', '강냉이', '무모한']",1
굿모닝 스페이스,이수정,9.87,"스토리, 판타지",0,"사이코 8명, (미쳐가는)정상인 1명, 인공지능 로봇 1대. 
이들이 우주함에서 펼치는 한심한 일상.","['우주', '일상', '로봇', '정상', '인공지능', '사이코']",0
달수 이야기,산삼,9.98,"스토리, 개그",0,"산촌 남고에 전학 온 김주혜, 아니 김달수의 고된 남장 생활.본 작품은 2014 네이버 수퍼루키 공모전 당선작품입니다.","['전학', '공모전', '루키', '당선', '수퍼', '산촌', '수의', '생활', '남장']",1
Doll 체인지,늉비,9.97,"스토리, 판타지",0,아름다운 인간형 슈트 [DOLL]을 차지하기 위해 싸워라! 2016 대학만화 최강자전 수상작,"['수상작', '대학', '인간형', '최강자', '차지', '슈트']",0
프린세스 1~4부,한승원,9.96,"스토리, 로맨스",0,"Since 1995! 프린세스 전권 리마스터링!!3대에 걸친 대서사시, 그리고 그들의 사랑과 우정에 대한 이야기.","['우정', '사랑', '전권', '서사시', '마스터링', '프린세스']",0
킬링타임,혼,9.93,"스토리, 스릴러",0,"""언니, 살려줘!""3년전 죽은 동생에게서 전화가 왔다과거와 연결된 핸드폰을 이용해, 죽은 동생을 살려내야 한다!","['연결', '언니', '전화', '과거', '이용', '동생', '핸드폰']",0
삵의 발톱,손영완,9.91,"스토리, 시대극",0,"중국의 위촉오시대, 삼국지연의만이 전부가 아니다.  고구려인, 백제인의 시각에서 바라본 삼국지.가상 역사 드라마가 시작됩니다.","['지연', '백제인', '시각', '가상', '역사', '시대', '삼국', '중국', '전부', '고구려인', '위촉', '삼국지', '드라마']",0
이모네 집에 갔는데 이모는 없고,신해영 / 정우,9.09,"스토리, 로맨스",0,"18살, 뜨거운 여름. 몽실몽실한 수증기 사이로 보이는 우유 빛깔 팔다리와 긴 속눈썹의 그녀는 사춘기 소년의 마음을 사로잡기 충분했다. 10년 뒤, 이모의 부탁으로 단편 로맨스 소설을 쓰게 된 ‘승준’은 이모와 함께 일하는 편집자 '의연'을 만난다. 어딘가 낯이 익은 그녀. 알고 보니 그녀는 10년 전, 이모네 집에서 만난 여자였는데?!","['팔다리', '빛깔', '부탁', '이모', '로맨스', '수증기', '단편', '소설', '사춘기', '소년', '마음', '여름', '편집자', '속눈썹', '우유']",0
진진돌이 제로,윤종문,9.92,"스토리, 액션",0,"짐승 특수부대의 화려한 총격전!
또 다른 버전으로 만나는 진진돌이.","['버전', '짐승', '돌이', '부대', '총격전', '특수']",0
프린스의 왕자,재아 / SE,9.98,"스토리, 개그",0,꽃미남들로 이루어진 게임제작사 '캐슬소프트'의 존폐를 걸고 펼쳐지는 두 완벽남의 좌충우돌 코믹 스토리,"['미남', '존폐', '소프트', '스토리', '좌충우돌', '제작사', '완벽', '코믹', '게임']",0
무한동력,주호민,9.93,"스토리, 드라마",0,"'신과함께' 주호민이 청춘에게 전하는 이야기
당신의 꿈은 무엇인가요?","['청춘', '주호']",0
악의는 없다,환쟁이,9.48,"스토리, 스릴러",0,"시골 마을, 한 남자가 죽었다.그 죽음의 진실을 파헤치려는 이와 덮으려는 자의 싸움.","['마을', '싸움', '시골', '진실', '죽음', '자의']",0
단편 할머니/나는내일죽는다,태발,9.89,"스토리, 드라마",0,"단편 '할머니' / '나는 내일 죽는다'
<프로젝트X> 태발 작가의 강렬한 단편 두 편.","['내일', '프로젝트', '할머니', '단편']",0
폭풍의 전학생 - 리부트,강냉이,8.64,"스토리, 액션",0,전학생의 알콩달콩 두근두근 버라이어티 학교 서바이벌,"['학교', '학생']",1
고류 진,바른꽃,9.93,"스토리, 판타지",0,요괴와 사랑하는게 잘못 된 거야?질문의 답을 찾기 위한 '진설' 그녀의 이야기,"['요괴', '사랑', '질문']",0
모태솔로수용소,석재윤,9.92,"스토리, 드라마",0,모태솔로가 중범죄자 취급받는 미래의 한국엉겁결에 잡혀들어온 독고남과 수감자들의 우여곡절 코믹 탈주기,"['미래', '모태', '남과', '수감자', '엉겁결', '탈주', '우여곡절', '코믹', '범죄자', '솔로', '한국', '취급']",0
AA,"선정, 지숙",9.68,"스토리, 로맨스",0,"대머리 사절을 외치는 여인과 
대머리 일것 같은 그녀의 이상형이 벌이는 로맨틱 코미디 액션 드라마!","['대머리', '이상', '이상형', '여인', '로맨틱', '사절', '코미디', '액션', '드라마']",0
N의등대-thecalling,강호진,9.79,"스토리, 스릴러",0,"동일한 세계의 색다른 4가지 이야기. 함께 볼 수도, 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 
강호진 작가의 N의등대 The Calling 편","['프로젝트', '멀티', '세계', '수도', '강호', '플롯', '등대', '동일']",0
시큼새큼,묘니,9.9,"스토리, 로맨스",0,내 이야기를 들어주는 사람이 있다는 건 큰 축복이야.평범하진 않지만 평범한 순정만화.,"['순정', '축복', '평범']",0
MZ-레이징 인페르노,최훈 / 청설모,9.98,"스토리, 액션",0,국가조직 수비대를 둘러싼 음모와 암투! 불지옥과 같은 상황 속에서 펼쳐지는 요원 엠젯의 활약! MZ 최종장!,"['조직', '암투', '활약', '수비대', '국가', '상황', '요원', '최종', '불지옥', '음모']",0
야! 오이,랑또,9.92,"스토리, 개그",0,완벽한(?) 남자에게 애인을 빼앗긴 동네 백수의 그럭저럭 복수극.,"['동네', '백수', '완벽', '애인', '복수극']",0
계룡선녀전,돌배,9.98,"스토리, 드라마",0,"고려, 조선시대를 거쳐 바리스타가 된 계룡산 선녀님(女, 699세)환생한 서방님과 날개옷을 찾을 수 있을까","['스타', '시대', '날개옷', '바리', '선녀', '환생', '서방님', '조선', '서방']",0
제로,정재한 / 이나루,9.77,"스토리, 드라마",0,"늘 행복한 길만 걸어가라고 지어 준 이름 제로(禔路)
세상에 남은 그의 유일한 행복, 서연.그는 잃어버린 그녀의 혼을 찾아 떠난다..","['행복', '이름', '유일', '제로', '세상', '서연']",0
진진돌이 에볼루션,김기정 / 윤종문,9.91,"스토리, 판타지",0,대한민국 명작 만화 리메이크 2 <진진돌이> 정운경 화백의 대표작 <진진돌이>가 <진진돌이 에볼루션>으로 돌아오다. 명작 리메이크 시리즈는 한국만화영상진흥원(구 부천만화정보센터)와 함께 합니다.,"['시리즈', '돌이', '대표작', '명작', '화백', '대한민국', '진흥원', '리메이크', '영상', '부천', '정보', '센터', '한국']",0
아르마,병장,9.96,"스토리, 판타지",0,"인간을 해칠 수 없는 초능력자, 인류의 구원이 되다!","['인류', '능력자', '구원']",0
미호이야기,혜진양,9.96,"스토리, 판타지",0,이 세상에 처음 나타난 구미호는 자신의 자식 아홉을 잡아먹어야 사람이 된다는 더 웃기지도 않은 저주에 걸린 그저 꼬리가 아홉이나 달린 가여운 숫여우였습니다.,"['아홉', '처음', '구미호', '자식', '꼬리', '세상', '저주']",0
몽연,김종진,9.78,"스토리, 드라마",0,꿈 속에서 만나는 첫사랑. 아내가... 날 의심한다.,"['의심', '첫사랑', '아내']",0
우주최강대스타,젤리피쉬 / 도힌이,8.87,"스토리, 로맨스",0,반전(?) 셀기꾼 수지와 아이돌 ‘루시퍼’가 SNS로 엮이면서 벌어지는 속고 속이는 위험천만 ‘반전 밀당 로맨스’ ※본 작품은 시리즈 오리지널 작품으로 네이버웹툰에서 듀얼연재됩니다.※,"['시리즈', '수지', '연재', '루시퍼', '로맨스', '반전', '속고', '속이', '아이', '오리지널', '듀얼', '위험천만']",0
오라존미,허5파6,9.98,"스토리, 드라마",0,만화를 그리는 작가와 만화를 말하는 작가.,[],0
삼봉이발소,하일권,9.94,"스토리, 드라마",0,"'너무 불공평해. 태어날 때부터 인생의 반이 결정되어 있잖아!'외모지상주의에 상처받은 이들을 치유하는 감동의 웹툰'목욕의 신', '3단합체 김창남' 하일권 작가의 데뷔작 <삼봉이발소>","['결정', '감동', '목욕', '불공평', '합체', '외모', '데뷔작', '발소', '인생', '반이', '하일', '치유', '상처', '지상주의']",0
폰령,웹툰작가,9.6,"스토리, 스릴러",0,2016 마지막 공포!절대 눈을 감지 마시오.,"['마지막', '절대', '공포', '감지']",0
프로젝트 X,태발,9.89,"스토리, 스릴러",0,"모든 인간에겐 공통점이 있다. 세상에 나온 이상 가질 수 밖에 없는 본능, 자기 자신을 위한 이기심.이기심은 자기 자신을 강인하게 만들어 주기도 하지만 때론 세상과 주위의 모든것을 파괴 하기도 한다.","['파괴', '본능', '이상', '이기심', '주위', '세상', '주기', '공통점']",0
지새는 달,LELE / 별솔,9.94,"스토리, 판타지",0,"세계의 경계가 허물어져 간다
SBA-서울문화사-네이버가 함께하는 2014 만화 스카우트 당선작입니다.","['경계', '당선작', '세계', '문화사', '스카우트', '서울']",0
유령극단,LICO,9.93,"스토리, 판타지",0,유령들을 위한 진혼극의 막이 오른다!,"['극의', '유령', '막이', '진혼']",0
네버랜 연대기,박현수,9.66,"스토리, 판타지",0,"타락한 의인들의 땅, 네버랜 대륙에서 펼쳐지는 판타지 드라마","['의인', '판타지', '타락', '대륙', '드라마']",0
두근두근 마감 중,연두 / 송이,9.43,"스토리, 로맨스",0,만년작가 지망생 안봄. 작가 면접을 봤는데 작가가 아니라 담당자로 취업이 되었다고!?,"['담당자', '면접', '지망', '지망생', '취업', '만년']",0
유토피아,늑대삼,9.95,"스토리, 드라마",0,"평범하지 않은 두 사람의 평범한 사랑 이야기.
외로운 두 사람의 전혀 외롭지 않은 사랑 이야기.",['사랑'],0
서북의 저승사자,양세준,9.98,"스토리, 판타지",0,"""넌 내가 데려간다"" 저승사자와의 달콤 살벌한 고교 생활!","['저승사자', '고교', '생활', '살벌']",1
송곳 4~5부,최규석,9.94,"스토리, 드라마",0,당신도 언제든 부당해고의 대상이 될 수 있다.강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기,"['부당', '주변', '해고', '강자', '대상']",0
피에는 피,연제원,9.97,"스토리, 스릴러",0,"버려진 남파간첩,통일 한국에서 벌어지는 그의 처절한 복수극","['처절', '통일', '간첩', '남파', '복수극', '한국']",0
레드초콜릿,정기림 / 편현아,9.84,"스토리, 로맨스",0,"이강아 서른 살, 아직은 삶이 어렵기만 한 그녀와 이삭, 사랑 외엔 두려운 것이 없는 열여덟 소년.
두 사람, 그리고 함께하는 이들이 만들어가는 다채로운 이야기.","['이삭', '사랑', '이강', '소년']",0
방정사,할리데이 / 도진,9.91,"스토리, 액션",0,"인간의 모습으로 변한 12 지신(방정사)가 신의 저울인 '천평'으로 피해자의 고통인 '홍고'와 가해자의 고통인 '흑고'의 무게를 측정하여, 그에 맞는 벌을 내린다.""저울은 진실해야 하고,  죄와 벌의 무게는 같아야 한다.""하늘의 명에 따라, 인간의 죄를 벌하는 12 방정사의 '죄와 벌'에 관한 판타지 휴먼 드라마!","['신의', '고통', '저울', '사의', '측정', '무게', '드라마', '피해자', '하늘', '진실', '방정', '판타지', '모습', '가해자', '지신']",0
꼬리,공현곤,9.97,"스토리, 스릴러",0,정해진 운명의 세쌍둥이.'나는 살인마의 도플갱어다.',"['운명', '살인마', '쌍둥이']",0
맛집남녀,츄플엣지,7.46,"스토리, 개그",0,po블로거wer! 맛집 남녀의 스마트한 요절복통 로맨스,"['스마트', '맛집', '로맨스', '요절', '복통', '남녀']",0
"17살, 그 여름날의 기적",석우,9.89,"스토리, 드라마",0,17살을 살아가는 주인공그의 눈에 비치는 조금은 특별한 그 여름날의 이야기.,"['여름날', '조금', '비치', '주인공', '특별']",0
귀각시,세정,9.97,"스토리, 로맨스",0,어느날 귀신처럼 나타난 기신자신의 각시가 되겠냐는 알 수 없는 말을 하는데...갑자기 보이게된 귀신들은 은아를 잡아먹겠다며 달려들기 시작한다.,"['신의', '귀신', '각시', '신자']",0
잉잉잉,황준호 / 수연,9.94,"스토리, 개그",0,수업시간에 똥을 싸버린 찌질이 복학생 황준호. 그는 과연 무사히 학교를 졸업할 수 있을 것인가!!,"['수업', '준호', '복학생', '시간', '졸업', '학교', '학생']",1
악플게임,미티,9.84,"스토리, 드라마",0,"우승상금 10억! 대한민국 최고의 악플러를 뽑는 대회가 펼쳐진다. <남기한 엘리트만들기>, <고삼이 집나갔다> 미티 작가 신작!","['우승', '상금', '대회', '최고', '대한민국', '고삼', '남기', '엘리트', '만들기']",0
미래소녀,황준호,9.96,"스토리, 스릴러",0,소녀가 바라본 미래의 기억들<인간의 숲> 황준호 작가의 신작,"['미래', '준호', '기억', '소녀']",0
옆반의 인어,요엔,9.97,"스토리, 로맨스",0,인어공주 전설의 현실 재림! 다만 인어 공주가 아닌 왕자일 뿐!,"['왕자', '현실', '전설', '재림', '공주', '인어']",0
호러와 로맨스,루시드,9.99,"스토리, 로맨스",0,사랑을 알고 싶은 호러 작가와 공포물은 질색인 인기 로맨스 작가의 오싹달콤한 로맨스 제작기,"['사랑', '로맨스', '질색', '인기', '제작', '공포']",0
멜로홀릭,팀겟네임,9.93,"스토리, 스릴러",0,"교수인형,우월한하루의 팀겟네임.그들의 시니컬 로맨스,'당신은 사랑에 중독되어 보셨습니까?'","['우월', '사랑', '중독', '로맨스', '교수', '시니컬', '하루', '인형']",0
N의등대-도망자,김선권,9.74,"스토리, 스릴러",0,"동일한 세계의 색다른 4가지 이야기 
함께 볼 수도, 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 
김선권 작가의 N의등대 도망자편","['프로젝트', '멀티', '세계', '수도', '플롯', '등대', '동일', '도망자']",0
우리 헤어졌어요,류채린,9.89,"스토리, 드라마",0,모든 것은 헤어지면서 시작됐다?헤어진 남녀의 묘한 동거,"['동거', '남녀']",0
플랫다이어리,임현,9.98,"스토리, 감성",0,유행이 지났다고 숨겨두기만 할 건가요? 꺼내봅니다. 나만의 갬성 일기!,"['유행', '일기']",0
대표님이 구독하셨습니다,신지원 / 한혜린,9.51,"스토리, 드라마",0,유명 로맨스 작가 하윤서. 우연히 <미라클 스토리>의 대표 백승혁을 만나 첫눈에 반해 벌어지는 은밀한 로맨스 코미디!,"['유명', '스토리', '로맨스', '코미디', '대표', '미라']",0
밀웜,쿼시,9.86,"스토리, 드라마",0,"먹이사슬 맨 밑바닥의 소년,먹이를 주다.","['바닥', '사슬', '밑바닥', '소년', '먹이']",0
진정친구,설주,9.78,"스토리, 개그",0,절대 못생긴 게 아니라 잘생긴 애 옆에 붙어 다녀서 못생겨 보이는 주인공 '안경태'친구의 여자친구만 좋아하는 잘생긴 변태 '훈'뭘 하든 도가 지나친 '조지세'진짜 정으로 만나는 이상한 친구들의 유쾌한 리얼 코미디!,"['친구', '무엇', '진짜', '안경', '리얼', '이상', '코미디', '조지', '주인공', '변태', '도가', '절대']",0
숲 속의 미마,후은,9.98,"스토리, 판타지",0,전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!영혼이 자유로운 어떤 마법사 이야기,"['영혼', '자유', '완벽', '전대미문', '이상한', '마법사', '자칭']",0
웃지 않는 개그반 시즌3,현용민,8.72,"스토리, 개그",0,미친예술고 개그반에 저주가 내려졌다!,"['개그', '저주', '예술']",0
츄억보정,하비영,9.9,"스토리, 로맨스",0,"어른이 된 보나에게 돌아온 첫사랑 김정호, 조금 가벼워져 버렸다..? 본격 자아찾기 판타지 로맨스♥","['첫사랑', '김정호', '로맨스', '자아', '판타지', '본격', '어른']",0
뱀이 앉은 자리,김이연,9.97,"스토리, 스릴러",0,"사랑스러운 그녀의 무서운 비밀..그림자 속 그녀의 진실을 보아도, 당신은 그녀를 응원할 수 있을까","['그림', '사랑', '진실', '비밀', '응원']",0
아이덴티티,시니 / 수훈,9.98,"스토리, 드라마",0,"잠에 들면 다른 사람이 되는 남자 헨리 모리스, 그리고 그 병을 치료하는 Dr.와이번.[죽음에 관하여] 스토리 시니 작가의 신작.","['스토리', '죽음', '모리스', '치료']",0
조선팔도 최강아이돌,햄쥐주먹,9.94,"스토리, 로맨스",0,조선의 최강 아이돌이 되기 위한전국 꽃미남 연습생들의 냉혹한 서바이벌!,"['미남', '돌이', '최강', '연습', '조선', '아이', '혹한', '전국']",0
여기가 씨름부입니까?,MU / 만화인간,9.55,"스토리, 개그",0,시름은 씨름으로 잊자!샅바마왕이 귀환했다!,"['샅바', '시름', '마왕', '귀환', '씨름']",0
불만시대,김8,9.78,"스토리, 드라마",0,"누구에게나 불만은 있다 
불만족스런 우리의 속 시원한 공감툰","['불만', '불만족', '공감']",0
은하연인전,전광철,9.76,"스토리, 로맨스",0,"21세기 마지막 선비 환성현
디지털 시대를 사는 마지막 아날로그 선비 환성현에게 우주에서 그녀가 날아온다.","['우주', '시대', '세기', '환성', '디지털', '마지막', '선비', '아날로그']",0
연옥님이 보고계셔,억수씨,9.84,"스토리, 드라마",0,연옥님은언제 어디서나 어떻게든 보고 있습니다.,['연옥'],0
여고전설,어스문 / 이제스,8.72,"스토리, 액션",0,"약육강식의 여고, 센 언니들이 몰려온다.","['언니', '여고', '약육강식']",0
심연의 하늘 시즌4,윤인완 / 김선희,7.02,"스토리, 스릴러",0,재난으로 파괴된 대한민국. 생존을 위한 인간들의 잔혹한 축제가 벌어진다.,"['파괴', '생존', '대한민국', '잔혹', '재난', '축제']",0
옆집화랑,최남새,9.92,"스토리, 판타지",0,11층 아파트의 꼭대기 층에 살고 있는 태음이의 옆집에 어느 날 화랑이 이사 온다.,"['태음', '이사', '아파트', '화랑이', '옆집', '꼭대기']",0
나는 남 너는 녀,녹밤,9.69,"스토리, 개그",0,"눈을 떠보니 너와 나의 성별이 바뀌었다?! 지금까지와는 다른 삶을 살게 될 주인공들과, 지금까지의 삶에 너무 익숙해져 있던 주인공 친구들의 다사다난한 학교생활!","['친구', '지금', '성별', '다사다난', '학교생활', '너와', '주인공', '나의']",0
나의 목소리를 들어라,이현민,9.95,"스토리, 개그",0,"내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!
'들어는 보았나! 질풍기획!' 이현민 작가의 신작 <나의 목소리를 들어라!>","['면접', '기획', '기회', '대기업', '본격', '질풍', '열혈', '목소리']",0
두근거려요,뚱땡이냐옹이,9.96,"스토리, 로맨스",0,"두 번째 사랑을 할 수 있을까?
라미의 두근두근 사랑 이야기","['라미', '사랑']",0
파라다이스,황미나,9.7,"스토리, 판타지",0,"순정만화의 전설 황미나. 그녀의 SF 명작 <파라다이스>
90년대를 대표하는 추억의 만화를 웹툰으로!","['다이스', '순정', '명작', '대표', '추억', '전설']",0
펫다이어리2.런,요한 / 김혜진,9.95,"스토리, 드라마",0,"도그 스포츠를 통해 성장하는 아이들의 이야기. 
지금은 비록 모자란 부분이 있어도 할 수 있는 것부터 하나씩! 그런 시작을 알리는 한마디 “런!”","['지금', '부분', '아이', '한마디', '스포츠', '도그', '성장', '하나']",0
일사부재리,김신비 / 정은,9.93,"스토리, 스릴러",0,"내가 죽인 그 놈이 살아있다.
SBA-서울문화사-네이버가 함께하는 2014 만화 스카우트 당선작입니다.","['내가', '죽인', '당선작', '문화사', '스카우트', '서울']",0
반투명인간,마인드C / 김명현,9.95,"스토리, 판타지",0,어중간하게 태어난 반쪽짜리 능력자들의 블록버스터급 일상,"['일상', '블록버스터', '능력자', '어중간', '반쪽']",0
그랜드 배틀 토너먼트,강냉이,7.26,"스토리, 액션",0,지상 최강을 꿈꾸는 자들의 축제가 시작된다,"['지상', '축제', '최강']",0
한국만화거장전 : 순정만화특집,한국만화가협회,9.86,"스토리, 로맨스",0,"이번엔 순정만화다!
어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.","['순정', '마음', '거장']",0
블랙수트,박세준 / 차용운,9.67,"스토리, 드라마",0,발을 들이지 말아야 할 곳에서만나야 할 한 사람을 만나다.,[],0
한줌물망초,혜진양,9.96,"스토리, 판타지",0,"당신은, 전생을 믿으시나요?당신은, 나를 기억하고 있나요?전생을 믿지 않는 한 여자의 이야기, <한줌물망초>","['전생', '물망초', '기억', '한줌']",0
조선좀비실록,곤마,9.85,"스토리, 판타지",0,"알 수 없는 역병으로 사람들이 좀비로 변해버린 조선,그 역병을 멈출 수 있는 사람은 오직 그녀 뿐! 목숨 걸고 그녀를 지켜야 한다!","['역병', '목숨', '조선', '좀비']",0
아이들은 즐겁다,허5파6,9.95,"스토리, 드라마",0,흐릿하지만 섬세했던 유년기담담한 아이들의 이야기.,"['섬세', '아이', '담담', '유년기']",0
증거,이승찬,9.81,"스토리, 스릴러",0,가장 편안해야 할 공간인 자신의 집이더 이상 자신만의 것이 아니게 되었다!,"['편안', '이상', '공간']",0
의령수,김우준,9.88,"스토리, 스릴러",0,한국콘텐츠진흥원과 함께하는 2009 네이버 웹툰 공모전 우수상 수상작끊임없이 일어나는 사건과 그 사건을 풀어가는 한 남자의 추리 드라마.,"['추리', '수상작', '수상', '사건', '드라마', '진흥원', '우수', '공모전', '콘텐츠', '한국']",0
사랑의 아쿠아리움,TGM / 린다,9.95,"스토리, 드라마",0,"우연한 기회에 수상한 아쿠아리움을 발견한 주인공 김죄형과,
엉뚱하지만 사랑스럽고, 진지하지만 예측불허인 수족관 사람들의 이야기.","['수상', '죄형', '사랑', '수족관', '불허', '우연', '기회', '예측', '주인공', '진지', '발견', '아쿠아']",0
라스트 서브미션,이행복,9.94,"스토리, 드라마",0,시한부 선고를 받은 노희망! 그의 인생에 다시 없을 라스트 서브미션이 시작됐다!,"['시한', '라스트', '희망', '미션', '서브', '인생', '선고', '시한부']",0
창위의일루젼,시우,9.18,"스토리, 판타지",0,"눈이 오는 겨울밤
소년을 쫓아 오는 악령의 기사...","['기사', '악령', '겨울밤', '소년']",0
후유증 2,김선권,9.88,"스토리, 스릴러",0,"세 남녀의 그날 이후
김선권 작가의 '후유증' 그 두 번째 이야기","['이후', '남녀', '그날', '후유증']",0
몽타주,단우,9.91,"스토리, 스릴러",0,<미스터리 호러 지하철>의 단우가 스릴러로 돌아오다. 사람의 얼굴을 기억하지 못하는 전직 형사와 범인의 숨막히는 추격전!,"['얼굴', '우가', '전직', '미스터리', '추격전', '범인', '기억', '형사', '지하철', '스릴러', '인의', '추격']",0
인형의 기사,신의철 / 손두락,9.94,"스토리, 액션",0,죽음의 강을 건넌 연인을 찾아나서다.하드보일드 액션 느와르 <인형의 기사>,"['연인', '하드', '기사', '느와르', '보일드', '죽음', '액션', '인형']",0
