제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
나노마신,현절무 / 금강불괴,9.95,"스토리, 판타지",0,"갖은 멸시와 목숨의 위협을 받던 마교의 사생아 천여운, 미래에서 나타난 후손이 천여운의 몸에 나노 머신을 주입한 후 그의 인생이 송두리째 바뀐다.마교를 넘어 무림 최고의 자리에 오르기 위한 천여운의 거침없는 이야기가 시작된다!","['미래', '사생아', '자리', '천여', '멸시', '나노', '최고', '무림', '송두리', '목숨', '주입', '인생', '후손', '머신', '위협']",0
여주실격!,기맹기,9.94,"스토리, 드라마",0,'약'한 여배우 천리사더이상 배우같은건 하고 싶지 않다던그녀의 복귀 스토리!,"['이상', '스토리', '여배우', '배우', '복귀']",0
초인의 시대,섭이,9.96,"스토리, 액션",0,"지구에 근원 모를 괴물들이 출현하고그들을 제압하는 '초인'들 또한 등장한다.정체불명의 괴물과 초인, 바야흐로 '초인의 시대'가 도래한다!","['괴물', '출현', '시대', '제압', '초인', '등장', '불명', '도래', '정체불명', '근원', '인의', '지구']",0
헬58,장성준,9.95,"스토리, 액션",1,"약육강식의 섬 헬58에서 벌어지는 권력다툼과 암투, 배신. 주인공 서민은 이 지옥같은 섬에서 과연 희망을 찾고 탈출할 수 있을까?","['다툼', '암투', '권력', '희망', '약육강식', '지옥', '서민', '주인공', '배신', '탈출']",0
하렘의 남자들,"알파타르트,히어리...",9.81,"스토리, 로맨스",0,"『내 후궁들부터 들이기로 하였다. 한 다섯 정도.』타리움 제국의 황녀, 라틸. 그녀의 첫사랑 하이신스는 황제가 되기 위해 본국 권력자의 딸과 결혼한다.충격 받는 라틸. 하지만 그 충격이 가시기도 전에 황태녀가 되고,이복남매의 반란 세력에 맞서 황위를 지켜낸다.그렇게 여황제가 된 라틸에게 대신들은 국서를 맞을 것을 제안하는데, 뭔가, 심기에 거슬린다.'왜 여황제는 후궁을 못 들인다는 거지?'""저도 최소 다섯 명은 후궁으로 두어야겠습니다. 제가 좋다면 하렘으로 들여보내세요,보고 마음에 드는 사람을 국서로 삼을 것입니다."" 전무후무한 여황제의 하렘으로, 치명적인 매력의 남자들이 모여든다!","['최소', '전무', '국서', '대신', '매력', '제안', '황태', '황녀', '무한', '본국', '하이', '거지', '심기', '충격', '세력', '황제', '첫사랑', '기도', '전무후무', '치명', '정도', '치명적', '이복', '권력자', '하렘', '결혼', '가시', '후궁', '보고', '반란', '남매', '여황제', '마음', '다섯', '제국']",0
신도림,오세형,9.95,"스토리, 액션",0,세상이 무너지고 세워진 지하도시 신도림그곳에 들어가지 못하고 생존한 소년들이 지하도시의 비밀을 파헤친다,"['생존', '도림', '지하', '도시', '소년', '비밀', '세상']",0
중증외상센터 : 골든 아워,한산이가 / 홍비...,9.97,"스토리, 드라마",0,"살 수 있는 환자들이 죽어 가고 있다. 이제 더는 그런 일이 없도록 하겠다.사명감 있는 또라이. 중증외상센터의 난폭한 천사. 외상외과 전문의 백강혁, 그의 중증외상센터 되살리기 프로젝트.","['난폭', '천사', '전문의', '외과', '프로젝트', '환자', '또라이', '사명감', '중증', '외상', '센터', '전문']",0
파이게임,배진수,9.92,"스토리, 스릴러",0,시간이 흐르면 돈이 쌓인다.피가 흐르면 시간이 쌓인다.<머니게임>의 후속편!,"['후속', '머니', '게임', '시간']",0
캐슬,정연,9.97,"스토리, 액션",0,"복수를 위해 칼을 갈아온 특급 킬러 '김신',뒷세계 '절대권력'과의 목숨 건 한판 승부!","['한판', '복수', '권력', '승부', '특급', '세계', '목숨', '절대', '킬러']",0
맘마미안,미티 / 구구,9.96,"스토리, 드라마",0,아들보다 어려진 엄마?!다 큰 아들의 목숨을 건 엄마 뒷바라지!,"['아들', '목숨', '뒷바라지', '엄마']",0
화이트 블러드,임리나,9.97,"스토리, 판타지",0,스타일리쉬 뱀파이어 액션!그리고 처절한 로맨스..,"['뱀파이어', '처절', '로맨스', '액션', '스타일']",0
앵무살수,김성진,9.97,"스토리, 판타지",0,평범한 뱃사공으로 살고 있는 노소하. 하지만 그의 정체는 전설적인 구파검법의 후계자다. 이제 진시황이 남긴 비서 선근경을 향한 살수행이 시작된다.,"['수행', '정체', '진시황', '검법', '전설적', '뱃사공', '전설', '비서', '근경', '소하', '후계자', '구파']",0
사상최강,황규영 / 이단아,9.53,"스토리, 판타지",0,‘천하 십대 고수’라고 불리는 자들. 인간의 한계를 뛰어넘은 그들은 서로를 견제하며 힘의 균형과 세상의 질서를 유지해왔다.바로 ‘백도현’ 그가 나타나 전까지는! 내공만으로 사상최강의 힘을 가진 남자 백도현의 시원한 한 방!,"['균형', '유지', '사상', '질서', '최강', '천하', '한계', '견제', '고수', '내공', '십대', '세상', '시원', '서로']",0
남주의 첫날밤을 가져버렸다,"황도톨,티바 / ...",9.97,"스토리, 로맨스",0,소설 속 엑스트라인 백작 영애 리플리로 빙의 된 여주인공.이왕 이렇게 된 거 전생에 경험하지 못한 귀족의 화려하고 풍족한 삶을 만끽하기로 한다.파티장 구석에서 혼자 술을 즐긴 것까진 기억나는데… 다음날 깨어보니 남주의 침대에 누워있는 것 아닌가!,"['전생', '구석', '영애', '화려', '다음', '엑스트라', '리플', '파티장', '침대', '만끽', '빙의', '소설', '다음날', '여주인공', '혼자', '귀족', '백작', '경험', '주의']",0
하드캐리,조양,9.91,"스토리, 드라마",0,"성격은 소심하지만 게임 실력 하나는 천상계 최고인 '도윤'과공부, 인성, 외모, 게임 실력 어디 하나 부족한 것 없는 '수호'의 본격 프로게이머 도전기!","['인성', '수호', '천상계', '게이', '최고', '외모', '부족', '공부', '도전', '본격', '게임', '전기', '프로', '실력', '하나', '성격']",0
소녀재판,루즌아 / 보로콤,9.73,"스토리, 드라마",0,학교에서 아무것도 아니었던 소녀의 예측불허 재판이 시작된다!평범한 박가을은 소위 '잘나가는 그룹'에 속하는 한유현의 비밀스러운 사건을 목격하고이를 이용해 한유현을 협박해서 본인이 동경했던 그룹에 속하고 싶어하는데...,"['비밀', '협박', '가을', '목격', '사건', '불허', '유현', '아무것', '재판', '예측', '이용', '그룹', '소녀', '동경', '학교', '본인', '평범']",1
스터디그룹,신형욱 / 유승연,9.96,"스토리, 액션",0,최악의 깡패소굴 유성공고. 교내 유일 스터디그룹의 피튀기는 생존기,"['공고', '최악', '소굴', '유일', '스터디', '유성', '그룹', '교내', '깡패', '생존']",1
입학용병,YC / 락현,9.77,"스토리, 액션",0,"어린 시절 비행기 추락 사고의 유일한 생존자 유이진. 살아남기 위해 용병으로 살아가던 유이진은 10년 후, 가족이 있는 고향으로 돌아왔다.","['용병', '비행기', '이진', '시절', '생존자', '추락', '유일한', '가족', '사고', '고향']",0
원수를 사랑하라,정윤 / 태건,9.95,"스토리, 로맨스",0,"고생 끝, 인생 리셋!.... 도 못했는데 과거를 들키다?!늦깎이 대학생 배연희의 고군분투 캠퍼스 로맨스!","['고군분투', '분투', '캠퍼스', '고생', '과거', '로맨스', '늦깎이', '고군', '연희', '인생', '대학생']",0
왕년엔 용사님,고샤 / 솔렘,9.93,"스토리, 판타지",0,"동네 슈퍼 아줌마 '명옥'에게어딘가 낯익은 불청객이 찾아온다.""뭐?! 마왕을 봉인해달라니, 난 올해로 49살이라고!!""","['동네', '아줌마', '슈퍼', '불청객', '마왕', '올해', '봉인']",0
만렙돌파,"성불예정,홍실 /...",8.33,"스토리, 판타지",0,"알 수 없는 오류로 3000년간 각성 테스트에 갇힌 김기봉.그 사이 현실에선 10년이 흘렀고, 온 세상은 몬스터와 던전으로 가득차게 되었다. 만렙으로 귀환한 김기봉의 모든 것을 원래대로 돌려놓기 위한 싸움이 시작된다!","['싸움', '각성', '현실', '원래', '기봉', '몬스터', '귀환', '오류', '테스트', '세상']",0
전자오락수호대,가스파드,9.97,"스토리, 판타지",0,아무도 모르게 게임을 굴리는 비밀의 일꾼들.최고 요원 패치의 게임 조난 굴곡사!,"['조난', '최고', '요원', '게임', '일꾼', '비밀', '굴곡', '치의']",0
연놈,상하,9.86,"스토리, 드라마",0,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.지나버린 시간과 마주한 소년 그리고 소녀의 이야기","['시간', '소녀', '소년', '여름']",0
고삼무쌍,B급달궁 / 하마,9.94,"스토리, 액션",0,천년간 사라진 무림이 현대 고등학교를 배경으로  되살아난다!무림인들의 고교습격! 장르파괴 무협학원액션,"['현대', '파괴', '학원', '고등학교', '습격', '고교', '무림', '액션', '배경', '천년', '무협', '장르']",1
레사 시즌2~3,POGO,9.97,"스토리, 판타지",0,"어둠을 따르는 자와, 빛을 따르려는 자. 마침내 모두에게 공평한 멸망의 때가 왔다...! 멸망을 막기 위한 신들의 전쟁.","['공평', '어둠', '모두', '전쟁', '멸망']",0
유일무이 로맨스,두부,9.98,"스토리, 로맨스",0,평범한 취준생 공유일의 일상에 인기절정 탑배우 탁무이와 아이돌 류민이 침범해오기 시작했다! 사심가득 탑스타♥,"['침범', '스타', '일상', '유일', '절정', '배우', '인기', '아이', '사심', '무이', '가득']",0
뫼신 사냥꾼,윤현승 / 방승현,9.87,"스토리, 판타지",0,"신령과도 같은 짐승인 뫼신.떠돌이 무사 한세희는 그들을 사냥하고, 그의 앞에 신비한 힘을 가진 소녀가 나타나는데...","['신령', '짐승', '무사', '사냥', '떠돌이', '신비', '소녀']",0
천하제일인,권순규 / 신권이,9.76,"스토리, 액션",0,"걸렸다하면 영혼까지 탈탈 털어 참교육 시켜주시는 화악골 심부름꾼, 소마.가공할 마령성의 위협으로부터 화악골을 지켜야 하는데...​지킬 수... 있을까??","['영혼', '소마', '가공', '마령', '심부름', '주시', '악골', '위협', '참교육']",0
광장,오세형 / 김균태,9.97,"스토리, 액션",0,‘군계일학’ 정점에서 조직을 떠난 기준.15년만에홀로 복귀한다.,"['조직', '군계일학', '기준', '정점', '군계', '복귀']",0
성인초딩,미티,9.56,"스토리, 드라마",0,32살 내 몸에 9살 나의 영혼이 들어왔다!대신 32살의 나는 게임기 안에 갇혀버렸네?!,"['영혼', '게임기', '살의', '게임']",0
일렉시드,손제호 / 제나,9.73,"스토리, 액션",0,<노블레스> 손제호 작가와 <소녀더와일즈> 제나 작가가 만났다!고양이 몸에 깃든 각성자 카이든과 각성능력을 숨겨온 고등학생 지우 러블리 2인조의 액션 판타지,"['각성', '고등학생', '제호', '지우', '인조', '액션', '고양이', '소녀', '판타지', '능력']",1
낙향문사전,바킹독 / 고기산적,9.93,"스토리, 판타지",0,"온갖 비리가 가득한 과거 시험에 낙방해 좌절한 주인공 손빈. 자신의 신세를 한탄하는 손빈 앞에 나타난 사자혁은 그에게 자신의 일대기를 기록할 것을 청한다. 이후 둘은 함께 천하를 주유하게 되는데, 과연 그의 붓이 써 내려가는 무림 일대기는 어떠한 기록을 남기게 되고, 무림 세계에 발을 들이게 된 손빈의 운명은 어찌 흘러갈는지……","['좌절', '주유', '한탄', '천하', '이후', '사자', '과거', '신세', '무림', '세계', '낙방', '일대기', '비리', '기록', '주인공', '시험', '운명']",0
원주민 공포만화,원주민,9.91,"스토리, 스릴러",0,끝까지 방심하지 말 것!당신의 상상을 뛰어넘는 본격 반전 공포 스릴러가 온다!,"['방심', '상상', '반전', '스릴러', '본격', '공포']",0
무사만리행,운 / 배민기,9.92,"스토리, 액션",0,"2세기 후반, 마한 연맹 고리국(古離國)의 무사 나루가 로마제국의 검투 노예로 팔려가 자유를 얻기 위해 처절한 사투를 벌인다.","['자유', '고리', '처절', '세기', '무사', '나루', '사투', '연맹', '제국', '로마', '후반', '마한', '노예']",0
꽃만 키우는데 너무강함,쿰타타 / 주현후,9.97,"스토리, 판타지",0,"황재호는 자신의 꿈인 꽃집을 차리기 위해 게임을 시작하게 되는데,게임 속에서 꽃집을 운영하기 위한 재호의 긴 여정이 시작된다","['꽃집', '황재', '게임', '여정', '운영', '호의']",0
걸어서 30분,이온도,9.98,"스토리, 로맨스",0,"은하학원 위성은과 지구봉의 귀갓길 로맨스. 세상 가장 설레는 시간, 걸어서 30분","['학원', '세상', '위성', '로맨스', '귀갓길', '갓길', '시간', '은하', '지구']",1
토끼대왕,김숭늉,9.93,"스토리, 스릴러",1,"살인마 교생, 왕따를 구원하다.","['구원', '교생', '왕따', '살인마']",0
도망자,신영우,9.88,"스토리, 액션",0,"감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...<키드갱> 신영우 작가의 코믹액션이 돌아왔다!","['차량', '전복', '명이', '동시', '기억', '액션', '실증', '코믹', '태수', '키드', '수감', '정오', '감옥']",0
달콤살벌한 부부,플라비 / 장그린,9.92,"스토리, 로맨스",0,"학창 시절 내내 앙숙이었던 남자, 10년 만에 나타나 거절키 어려운 조건으로 쇼윈도 부부를 제안하다.","['조건', '앙숙', '학창', '제안', '시절', '거절', '쇼윈도', '부부']",0
민간인 통제구역,OSIK,9.96,"스토리, 스릴러",0,GP 그 이면에 감춰져있던 차마 말하지 못했던 이야기들. 진실은 감출수록 좋다.,"['이면', '진실']",0
아이레,설이 / Team...,9.67,"스토리, 판타지",0,사라진 여왕의 힘을 찾기 위한 여정.그들의 위대한 모험이 시작된다.,"['여정', '여왕', '모험']",0
